Date,SOROS FUND MANAGEMENT LLC,PAULSON & CO.INC. ,TIGER GLOBAL MANAGEMENT LLC,BERKSHIRE HATHAWAY INC,Algo 1,Algo 2,S&P 500,rolling_covariance,rolling_variance,rolling_beta,0
2019-01-31,0.02880118218606098,0.0075981982750084045,0.01880279677521424,0.014584268636705922,-0.0013328809152014034,0.00974269629494425,-0.0008978285849409184,-2.984210502928244e-05,0.00021000466421135106,-0.14210210588108182,0.004731555896319387
2019-02-01,0.010911437429214521,0.0060058299050373964,-0.002555570237977034,0.0018096242345730926,0.0029120794429166835,0.0022220535019382035,-0.006730596322026217,-3.12546740526965e-05,0.00021025448481222286,-0.14865164032343892,-0.024914028725646152
2019-02-04,-0.0005143054690184279,-0.0003472787007241518,0.0024415291404606965,0.012529004960408765,0.008289009152788546,0.007477142680353278,-0.004686415604339356,-3.2105750147392064e-05,0.0002099605934325572,-0.15291321872599375,0.011229230125389345
2019-02-05,0.005616207546426999,0.004596769402108736,0.006945712534450975,0.016791487773139213,0.002152926904352657,0.0029098739788533923,0.0022257854313556535,-3.1496525888603746e-05,0.00020241996618628106,-0.155599896996418,0.00955456359307405
2019-02-06,-0.0009838758975978523,-0.0015902697132279544,-0.007604538189631026,-0.006489709304609348,-0.0029953478726461825,-0.002425584963979773,0.009449197169305812,-3.344980595930898e-05,0.00020367277790113387,-0.16423307181260163,-0.007460771744485856
2019-02-07,-0.005301009152912761,-0.009291245930654446,-0.008186748238403263,-0.02349143217530192,0.0010755075837482562,-0.007911934186874102,-0.0006758054271237546,-2.8589361195954456e-05,0.00020243119522430592,-0.14123001726228868,-0.0005858981769745937
2019-02-08,0.002839904776795299,0.002668025989960743,0.0022756778720598447,0.0057388974311036725,-0.003929691419463671,-0.0004606673420517401,-0.0007085393755996705,-2.2044450152397462e-05,0.00019585521627667773,-0.1125548278543475,-0.016924809155495213
2019-02-11,-0.000991148628963101,0.0034654549080399555,0.0001295546106294676,0.007071626572570322,-0.0026864145918893954,0.004897575746783609,-0.01272620622064824,-2.2673893660283677e-05,0.00019860086780913228,-0.11416814997039536,-0.0037890230085592487
2019-02-12,0.0,0.0,0.0,0.0,0.0011356425405292107,0.01123378246705852,-0.00301485999062856,-2.2337478003187907e-05,0.00019772317912836724,-0.11297349203901791,0.012965716039742356
2019-02-13,0.0,0.0,0.0,0.0,5.8462006299323487e-05,0.0017855805153341754,0.002658673649630572,-2.1635340017129804e-05,0.00019602833611878366,-0.11036843165377803,0.015526285733087489
2019-02-14,0.0027954943833679025,0.0019867286640418147,-0.00438081041741456,-0.0039865452393594855,0.002285451144743939,-0.0026182624128671377,-0.010761637123504753,-1.9966296611606477e-05,0.00019788784059509358,-0.10089703617747961,-0.002223061466028538
2019-02-15,0.006410423300310608,0.007684442795678592,0.010388869714152316,0.0059639170283412035,-0.0013102720703420114,0.009945755156530912,-0.0014965320747115651,-1.699597646919009e-05,0.00019288727058612242,-0.08811352049072384,0.007516714197816188
2019-02-19,0.003436864633594272,0.0008964918470641957,0.002877195623274486,0.005297558672691549,0.0017548930888205464,0.006377389536277712,-0.0017739792437244661,-6.067208907704441e-07,0.0001867248676907198,-0.0032492773901726967,0.011039811605902505
2019-02-20,0.0036501173732585994,-0.0016896330005933267,0.005368630389475104,0.003833474204779863,-6.695673156919234e-06,0.001217532841215703,0.0035388917718963686,-1.2950094114067188e-06,0.00018694381630633943,-0.0069272652981718546,-0.014225366394582864
2019-02-21,-0.0014008593550209893,-0.004179727370719921,-0.0017169329136275113,-0.006759965184203853,-0.00016589667231589868,-0.0009138682488436332,-0.0063702478273479635,-2.338596054737979e-06,0.0001865492780646597,-0.012536076681719455,-0.005924053480187948
2019-02-22,0.0010111408287440948,0.004447318073800721,-0.13981969817201345,0.022028911765199943,0.002395215608404087,0.008799267488405477,-0.0012302806398890587,-5.5377163049969715e-06,0.00018297918540408103,-0.030264187113784487,-0.0027895413764396446
2019-02-25,-0.0022423245671645553,-0.003639444539802805,-0.009525103191136973,0.00535817415165596,0.009833902411902112,-0.0009676644638484844,0.000791008983857644,-3.914998261504932e-06,0.00018289607772414973,-0.02140558895642185,0.010197545879866246
2019-02-26,-0.006030256397158706,-0.006117630994392775,-0.017294107808948578,-0.0016173241015495776,0.0051124626510157326,-0.0020753386415775974,0.000544338521261345,-3.482176347953317e-06,0.000174663051327609,-0.019936536786031113,-0.003266949571131346
2019-02-27,-0.003738533217298001,-0.013565640707087212,-0.014170033389795169,0.007531696563710888,0.0012143983551255013,0.0005025620395390351,0.002833553002524747,-4.257264777966434e-06,0.00017472121743260946,-0.02436604346354486,0.009560433095564647
2019-02-28,0.001145543104977165,0.017573104188802983,0.0153755874635495,-0.00538724976321292,0.003553270901744457,-0.002876574331815644,-0.006848118015900573,-3.696800148165105e-06,0.00017440678747052994,-0.02119642361275512,-0.0003169348330362607
2019-03-01,0.00529167269245745,0.00622676891871321,-0.011270431448536566,0.00659318628332306,-0.0007128547684006805,0.01007735867809878,0.003895717932834719,-3.548127589261472e-06,0.00017270465717916445,-0.020544481238746394,0.000620847764908376
2019-03-04,-0.0028722482327970806,-0.0028613618563922967,0.008612022886173909,-0.0011260341882660676,-0.0029314464130407213,0.0020603782965318324,0.0011327585897871195,-1.5666061073514124e-05,0.0001535472044722753,-0.10202765414946262,-0.009484667863320065
2019-03-05,-0.003056322014676427,-0.006115486410295801,-0.004871187404435817,0.00779501945361849,0.004098144773511274,-0.002190221016652191,0.006566959533818029,-1.3657978005252726e-05,0.00015431156055048932,-0.08850910428570231,0.041315654848836404
